         (1.61034374723811879E-009,0.0000000000000000)           1   0.0000000000000000        1.6103437472381188E-009   0.0000000000000000        2.5932069842689062E-018
  (1.51156612304581914E-002,-3.08710010195911786E-004)           2   15.000000000000000        1.5115661230458191E-002  -3.0871001019591179E-004   2.2857851630437201E-004
  (6.81064748015990651E-002,-2.78306387811446190E-003)           3   30.000000000000000        6.8106474801599065E-002  -2.7830638781144619E-003   4.6462373544505133E-003
       (0.19576159269037233,-1.20075868745772533E-002)           4   45.000000000000000       0.19576159269037233       -1.2007586874577253E-002   3.8466783315221756E-002
       (0.58933600393170837,-4.82451376309774929E-002)           5   60.000000000000000       0.58933600393170837       -4.8245137630977493E-002  0.34964451883522657     
              (32.003582240421174,-3.2790243974315207)           6   75.000000000000000        32.003582240421174       -3.2790243974315207        1034.9812772183527     
            (-0.99334287043083658,0.12231915301234124)           7   90.000000000000000      -0.99334287043083658       0.12231915301234124        1.0016920334294304     
       (-0.53656953503364135,7.72252600516949855E-002)           8   105.00000000000000      -0.53656953503364135        7.7225260051694986E-002  0.29387060671626997     
       (-0.34332761645167004,5.65912900856799309E-002)           9   120.00000000000000      -0.34332761645167004        5.6591290085679931E-002  0.12107642633194662     
       (-0.19094350050685840,3.54927083925703005E-002)          10   135.00000000000000      -0.19094350050685840        3.5492708392570300E-002   3.7719152734852671E-002
  (-2.00540061661536768E-002,4.15298530737791879E-003)          11   150.00000000000000       -2.0054006166153677E-002   4.1529853073779188E-003   4.1941045027542659E-004
       (0.21876314356292439,-4.99829099927839166E-002)          12   165.00000000000000       0.21876314356292439       -4.9982909992783917E-002   5.0355604272879405E-002
            (0.61449325793374565,-0.15366612142723934)          13   180.00000000000000       0.61449325793374565      -0.15366612142723934       0.40121524092051991     
             (1.4154839439519296,-0.38484377318661545)          14   195.00000000000000        1.4154839439519296      -0.38484377318661545        2.1516995253462206     
              (3.7872374385221508,-1.1132082322352519)          15   210.00000000000000        3.7872374385221508       -1.1132082322352519        15.582399984060155     
              (70.772080325142753,-22.382270004608163)          16   225.00000000000000        70.772080325142753       -22.382270004608163        5509.6533641076403     
              (-7.3244219703197357,2.4820300225889729)          17   240.00000000000000       -7.3244219703197357        2.4820300225889729        59.807630232335455     
              (-4.3922848840973447,1.5891179331668508)          18   255.00000000000000       -4.3922848840973447        1.5891179331668508        21.817462308582510     
              (-3.5829683498714187,1.3796793715161202)          19   270.00000000000000       -3.5829683498714187        1.3796793715161202        14.741177364367433     
              (-3.3150559424314325,1.3548745360246863)          20   285.00000000000000       -3.3150559424314325        1.3548745360246863        12.825280909818062     
              (-3.3162281564847071,1.4350600704074581)          21   300.00000000000000       -3.3162281564847071        1.4350600704074581        13.056766591539818     
              (-3.5431477652741519,1.6199361781048049)          22   315.00000000000000       -3.5431477652741519        1.6199361781048049        15.178089307700018     
              (-4.0776145138405315,1.9659305820057618)          23   330.00000000000000       -4.0776145138405315        1.9659305820057618        20.491823176748465     
              (-5.2527772524411072,2.6660388468513485)          24   345.00000000000000       -5.2527772524411072        2.6660388468513485        34.699431996683217     
              (-8.6649836855743807,4.6227841458543226)          25   360.00000000000000       -8.6649836855743807        4.6227841458543226        96.452075530432253     
              (-67.070902701758826,37.561510289395500)          26   375.00000000000000       -67.070902701758826        37.561510289395500        5909.3730444491630     
              (8.1410323996313032,-4.7801360469404832)          27   390.00000000000000        8.1410323996313032       -4.7801360469404832        89.126109159106406     
              (3.0789453511778166,-1.8934391350661790)          28   405.00000000000000        3.0789453511778166       -1.8934391350661790        13.065016233739648     
             (1.5024000599894212,-0.96674693913176113)          29   420.00000000000000        1.5024000599894212      -0.96674693913176113        3.1918055845768452     
            (0.68984165376299755,-0.46407883629290703)          30   435.00000000000000       0.68984165376299755      -0.46407883629290703       0.69125067356144621     
            (0.14294784352732154,-0.10046542613996562)          31   450.00000000000000       0.14294784352732154      -0.10046542613996562        3.0527387818596489E-002
            (-0.31648226055667344,0.23222430529880733)          32   465.00000000000000      -0.31648226055667344       0.23222430529880733       0.15408914921857580     
            (-0.80552066589840143,0.61675861558175782)          33   480.00000000000000      -0.80552066589840143       0.61675861558175782        1.0292547330837305     
              (-1.5042032418193041,1.2012195695575851)          34   495.00000000000000       -1.5042032418193041        1.2012195695575851        3.7055558469878140     
              (-3.0809363962353418,2.5651179671067807)          35   510.00000000000000       -3.0809363962353418        2.5651179671067807        16.071999262821638     
              (-20.982849424734301,18.207989225220011)          36   525.00000000000000       -20.982849424734301        18.207989225220011        771.81084160680064     
