         (1.25784307703935561E-004,0.0000000000000000)           1   0.0000000000000000        1.2578430770393556E-004   0.0000000000000000        1.5821692064558342E-008
  (3.11305694960202581E-003,-6.14724943496265522E-005)           2   15.000000000000000        3.1130569496020258E-003  -6.1472494349626552E-005   9.6949024390270341E-006
  (1.29781312212716351E-002,-5.26116752304540362E-004)           3   30.000000000000000        1.2978131221271635E-002  -5.2611675230454036E-004   1.6870868883360108E-004
  (3.39799779291484333E-002,-2.07793102288114477E-003)           4   45.000000000000000        3.3979977929148433E-002  -2.0779310228811448E-003   1.1589566974012666E-003
  (8.77088643527911271E-002,-7.17171440936060622E-003)           5   60.000000000000000        8.7708864352791127E-002  -7.1717144093606062E-003   7.7442783736257443E-003
             (3.5996124249425043,-0.36879867258907184)           6   75.000000000000000        3.5996124249425043      -0.36879867258907184        13.093222070703918     
  (-5.73420892921539527E-002,7.07375003780966790E-003)           7   90.000000000000000       -5.7342089292153953E-002   7.0737500378096679E-003   3.3381531439867691E-003
  (1.65684459517361285E-002,-2.36974056192277779E-003)           8   105.00000000000000        1.6568445951736128E-002  -2.3697405619227778E-003   2.8012907158642342E-004
  (6.80572070957423114E-002,-1.12009669830242277E-002)           9   120.00000000000000        6.8057207095742311E-002  -1.1200966983024228E-002   4.7572450990275563E-003
       (0.12454419477187943,-2.31311579446752368E-002)          10   135.00000000000000       0.12454419477187943       -2.3131157944675237E-002   1.6046306919237353E-002
       (0.19720010279819467,-4.08167761677186644E-002)          11   150.00000000000000       0.19720010279819467       -4.0816776167718664E-002   4.0553889760344193E-002
       (0.30031240665275294,-6.85916280278672102E-002)          12   165.00000000000000       0.30031240665275294       -6.8591628027867210E-002   9.4892353025081741E-002
            (0.46349949140905233,-0.11588129275787469)          13   180.00000000000000       0.46349949140905233      -0.11588129275787469       0.22826025254768645     
            (0.77101768002467752,-0.20959723501944472)          14   195.00000000000000       0.77101768002467752      -0.20959723501944472       0.63839926383843237     
             (1.6166456757157124,-0.47516112077317080)          15   210.00000000000000        1.6166456757157124      -0.47516112077317080        2.8393213315047281     
              (24.225802567067841,-7.6615825356818581)          16   225.00000000000000        24.225802567067841       -7.6615825356818581        645.58935696961612     
             (-1.9916049524750059,0.67493116837530531)          17   240.00000000000000       -1.9916049524750059       0.67493116837530531        4.4220223687674256     
            (-0.91059391206130114,0.32948819812873487)          18   255.00000000000000      -0.91059391206130114       0.32948819812873487       0.93774374538922500     
            (-0.51589713388760350,0.19869445024031412)          19   270.00000000000000      -0.51589713388760350       0.19869445024031412       0.30562933730974456     
            (-0.26163955090292501,0.10697544909229277)          20   285.00000000000000      -0.26163955090292501       0.10697544909229277        7.9899001305182016E-002
  (-3.21647282050853342E-002,1.39639412780838759E-002)          21   300.00000000000000       -3.2164728205085334E-002   1.3963941278083876E-002   1.2295613965247866E-003
            (0.23422649439886106,-0.10704134021174751)          22   315.00000000000000       0.23422649439886106      -0.10704134021174751        6.6319899192706769E-002
            (0.61711993862642134,-0.29748031416138415)          23   330.00000000000000       0.61711993862642134      -0.29748031416138415       0.46933155596383386     
             (1.3124292454629949,-0.66606844628499884)          24   345.00000000000000        1.3124292454629949      -0.66606844628499884        2.1661176994830784     
              (3.1836720886515968,-1.6984389755109668)          25   360.00000000000000        3.1836720886515968       -1.6984389755109668        13.020462921593962     
              (34.450381928891915,-19.293082328903427)          26   375.00000000000000        34.450381928891915       -19.293082328903427        1559.0518407963682     
              (-5.7508075729759698,3.3767391701377130)          27   390.00000000000000       -5.7508075729759698        3.3767391701377130        44.474155164540093     
              (-3.0303602094460307,1.8636254997031543)          28   405.00000000000000       -3.0303602094460307        1.8636254997031543        12.656183002137624     
              (-2.1796550953113387,1.4026066703815012)          29   420.00000000000000       -2.1796550953113387        1.4026066703815012        6.7182018063153626     
              (-1.7409837185421253,1.1712868596647126)          30   435.00000000000000       -1.7409837185421253        1.1712868596647126        4.4029372158519902     
              (-1.4448522818210865,1.0155331413667374)          31   450.00000000000000       -1.4448522818210865        1.0155331413667374        3.1189056774977946     
             (-1.1907376275368819,0.87380153814512529)          32   465.00000000000000       -1.1907376275368819       0.87380153814512529        2.1813852256969488     
            (-0.90447120618371113,0.69260232833660129)          33   480.00000000000000      -0.90447120618371113       0.69260232833660129        1.2977661480326985     
            (-0.45651443332559510,0.36464554733004539)          34   495.00000000000000      -0.45651443332559510       0.36464554733004539       0.34137180302221759     
            (0.65940962587151841,-0.54892141872349598)          35   510.00000000000000       0.65940962587151841      -0.54892141872349598       0.73613577862543145     
              (14.267615642681676,-12.380714188368820)          36   525.00000000000000        14.267615642681676       -12.380714188368820        356.84693994137189     
              (-5.1808472664170804,4.6846367334991159)          37   540.00000000000000       -5.1808472664170804        4.6846367334991159        48.786999722790597     
              (-3.3520790012760164,3.1578352509529819)          38   555.00000000000000       -3.3520790012760164        3.1578352509529819        21.208357102956899     
              (-2.8720203886368050,2.8184925341450042)          39   570.00000000000000       -2.8720203886368050        2.8184925341450042        16.192401277776632     
              (-2.7060095805482791,2.7662910197602830)          40   585.00000000000000       -2.7060095805482791        2.7662910197602830        14.974853856025460     
              (-2.6875241679255493,2.8620364500625715)          41   600.00000000000000       -2.6875241679255493        2.8620364500625715        15.414038794670683     
              (-2.7833202615837216,3.0880561758767140)          42   615.00000000000000       -2.7833202615837216        3.0880561758767140        17.282962623912791     
              (-3.0207241447014961,3.4922668021635284)          43   630.00000000000000       -3.0207241447014961        3.4922668021635284        21.320701775876060     
              (-3.5286734583057577,4.2519470764017377)          44   645.00000000000000       -3.5286734583057577        4.2519470764017377        30.530590315872800     
              (-4.8955989507614381,6.1503390184716764)          45   660.00000000000000       -4.8955989507614381        6.1503390184716764        61.793559128831632     
              (-18.201068002941717,23.849255058158075)          46   675.00000000000000       -18.201068002941717        23.849255058158075        900.06584327678729     
              (2.7472064008608834,-3.7561839716604482)          47   690.00000000000000        2.7472064008608834       -3.7561839716604482        21.656061037889867     
  (-2.58919948667561302E-002,3.71188168733058502E-002)          48   705.00000000000000       -2.5891994866756130E-002   3.7118816873305850E-002   2.0482019642541409E-003
             (-0.90305039748646287,1.3470877437651163)          49   720.00000000000000      -0.90305039748646287        1.3470877437651163        2.6301454098026502     
              (-1.4331119685318299,2.2350444824179725)          50   735.00000000000000       -1.4331119685318299        2.2350444824179725        7.0492337527361997     
              (-1.8892276644598052,3.0831177461784853)          51   750.00000000000000       -1.8892276644598052        3.0831177461784853        13.074796204960954     
              (-2.3952570654328946,4.0942559619969794)          52   765.00000000000000       -2.3952570654328946        4.0942559619969794        22.500188291854013     
              (-3.0879573718244244,5.5345151232342502)          53   780.00000000000000       -3.0879573718244244        5.5345151232342502        40.166338379513434     
              (-4.2729869916472607,8.0399118129990761)          54   795.00000000000000       -4.2729869916472607        8.0399118129990761        82.898599791588808     
              (-7.1577456086124442,14.157864438880948)          55   810.00000000000000       -7.1577456086124442        14.157864438880948        251.67844766734046     
              (-30.286944475445466,63.072650265482622)          56   825.00000000000000       -30.286944475445466        63.072650265482622        4895.4582171706015     
              (10.271427101073735,-22.559210651705989)          57   840.00000000000000        10.271427101073735       -22.559210651705989        614.42019992071687     
              (3.6558633423861795,-8.4844845039453780)          58   855.00000000000000        3.6558633423861795       -8.4844845039453780        85.351814075892293     
              (1.8105625975534072,-4.4496885117618916)          59   870.00000000000000        1.8105625975534072       -4.4496885117618916        23.077864771365100     
             (0.86967166555394859,-2.2688301408350044)          60   885.00000000000000       0.86967166555394859       -2.2688301408350044        5.9039190138287649     
            (0.22622284633300754,-0.62804576886762586)          61   900.00000000000000       0.22622284633300754      -0.62804576886762586       0.44561826399553489     
            (-0.32812708514924971,0.97365841535720388)          62   915.00000000000000      -0.32812708514924971       0.97365841535720388        1.0556780938044443     
             (-0.93171891893961001,2.9626041938145531)          63   930.00000000000000      -0.93171891893961001        2.9626041938145531        9.6451237531175735     
              (-1.7986429600962959,6.1552553735528495)          64   945.00000000000000       -1.7986429600962959        6.1552553735528495        41.122285211555194     
              (-3.6665284325719059,13.570345074119841)          65   960.00000000000000       -3.6665284325719059        13.570345074119841        197.59769617754679     
              (-16.063196833736921,64.666778293128644)          66   975.00000000000000       -16.063196833736921        64.666778293128644        4439.8185073320292     
              (8.0176155439481160,-35.346266695832590)          67   990.00000000000000        8.0176155439481160       -35.346266695832590        1313.6407283434826     
              (3.2035432827634192,-15.592068298946227)          68   1005.0000000000000        3.2035432827634192       -15.592068298946227        253.37528340354251     
              (1.9287431428793849,-10.467103364941321)          69   1020.0000000000000        1.9287431428793849       -10.467103364941321        113.28030296357018     
              (1.3057986229847540,-7.9995896868637244)          70   1035.0000000000000        1.3057986229847540       -7.9995896868637244        65.698545201965345     
             (0.91623660236406224,-6.4369948963715107)          71   1050.0000000000000       0.91623660236406224       -6.4369948963715107        42.274392807424519     
             (0.63413843366525735,-5.2163683946057011)          72   1065.0000000000000       0.63413843366525735       -5.2163683946057011        27.612630781292687     
             (0.40524836193251240,-4.0163257062086979)          73   1080.0000000000000       0.40524836193251240       -4.0163257062086979        16.295098413201782     
             (0.19473763298036084,-2.4241867711596803)          74   1095.0000000000000       0.19473763298036084       -2.4241867711596803        5.9146042471643892     
       (-5.04052622109212381E-002,0.84542753215839594)          75   1110.0000000000000       -5.0405262210921238E-002  0.84542753215839594       0.71728840258998738     
             (-0.79205253168880008,20.162113780587909)          76   1125.0000000000000      -0.79205253168880008        20.162113780587909        407.13817931432749     
             (0.41836918059407319,-22.186200248689012)          77   1140.0000000000000       0.41836918059407319       -22.186200248689012        492.40251424619930     
       (-1.93159977292998684E-002,-12.373446487367776)          78   1155.0000000000000       -1.9315997729299868E-002  -12.373446487367776        153.10255108352223     
            (-0.22310504726758962,-10.149075207683016)          79   1170.0000000000000      -0.22310504726758962       -10.149075207683016        103.05350343332232     
            (-0.39507468741210366,-9.3125462031342838)          80   1185.0000000000000      -0.39507468741210366       -9.3125462031342838        86.879600794144537     
