           4   252.000000       5.52942896    
           5   388.000000       5.96100521    
           6   763.000000       6.63725805    
           7   1077.00000       6.98193455    
           8   1760.00000       7.47306919    
           9   2890.00000       7.96901178    
          10   6172.00000       8.72777843    
