0 0
0 -6.1916875e+40
0.01010101 1.765652e+41
0.02020202 -3.2525484e+41
0.03030303 2.6540824e+41
0.04040404 6.9861375e+41
0.050505051 -3.7865498e+42
0.060606061 1.0040107e+43
0.070707071 -1.7961694e+43
0.080808081 1.9129798e+43
0.090909091 6.3664077e+42
0.1010101 -8.878235e+43
0.11111111 2.5219534e+44
0.12121212 -4.7470655e+44
0.13131313 6.3129671e+44
0.14141414 -4.5266672e+44
0.15151515 -4.3744032e+44
0.16161616 2.34116e+45
0.17171717 -5.1526295e+45
0.18181818 7.9855222e+45
0.19191919 -9.018129e+45
0.2020202 5.8645006e+45
0.21212121 3.3734726e+45
0.22222222 -1.8603884e+46
0.23232323 3.6492082e+46
0.24242424 -5.0400779e+46
0.25252525 5.2181674e+46
0.26262626 -3.5609106e+46
0.27272727 1.4665273e+44
0.28282828 4.6934598e+46
0.29292929 -9.1722256e+46
0.3030303 1.1831471e+47
0.31313131 -1.1527495e+47
0.32323232 8.0938774e+46
0.33333333 -2.485343e+46
0.34343434 -3.5618494e+46
0.35353535 8.2093342e+46
0.36363636 -1.0221515e+47
0.37373737 9.3766603e+46
0.38383838 -6.4248453e+46
0.39393939 2.6622283e+46
0.4040404 6.389838e+45
0.41414141 -2.6769075e+46
0.42424242 3.2810824e+46
0.43434343 -2.7896134e+46
0.44444444 1.7691498e+46
0.45454545 -7.3863446e+45
0.46464646 7.5233045e+43
0.47474747 3.4660505e+45
0.48484848 -4.0474466e+45
0.49494949 3.0537736e+45
0.50505051 -1.6784825e+45
0.51515152 5.9689635e+44
0.52525253 1.0259376e+41
0.53535354 -2.056915e+44
0.54545455 1.9780858e+44
0.55555556 -1.2101501e+44
0.56565657 5.170395e+43
0.57575758 -1.1973728e+43
0.58585859 -3.2356355e+42
0.5959596 5.5353132e+42
0.60606061 -3.6042973e+42
0.61616162 1.5380916e+42
0.62626263 -3.9347423e+41
0.63636364 -1.5671681e+40
0.64646465 8.0710254e+40
0.65656566 -4.9779552e+40
0.66666667 1.8379677e+40
0.67676768 -3.6799544e+39
0.68686869 -4.177488e+38
0.6969697 7.0164336e+38
0.70707071 -3.1716763e+38
0.71717172 7.9810757e+37
0.72727273 -4.8442937e+36
0.73737374 -5.5703524e+36
0.74747475 2.8283592e+36
0.75757576 -6.8080872e+35
0.76767677 4.0582972e+34
0.77777778 3.4573475e+34
0.78787879 -1.4460693e+34
0.7979798 2.4574426e+33
0.80808081 9.8025519e+31
0.81818182 -1.5662343e+32
0.82828283 3.5138439e+31
0.83838384 -1.2337985e+30
0.84848485 -1.1770717e+30
0.85858586 2.7452437e+29
0.86868687 -7.262656e+27
0.87878788 -7.5115786e+27
0.88888889 1.2229215e+27
0.8989899 5.4522679e+25
0.90909091 -3.4349354e+25
0.91919192 1.5140602e+24
0.92929293 5.8078958e+23
0.93939394 -5.0875335e+22
0.94949495 -8.0807534e+21
0.95959596 7.7603835e+20
0.96969697 1.1414592e+20
0.97979798 -5.6078468e+18
0.98989899 -1.4636677e+18
1 0

